Name,Area,Full_Address,Dining,Veg,zomato_reviews,zomato_ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost
Choc'Addictz,"Baghajatin, Kolkata","19/922, Flat B4, Raja S.C. Mullick Road, Bosundhara Apartment, Baghajatin, Kolkata",0,0,65,4.3,294,,,,300
The Breakfast,"Kasba, Kolkata","2B, 453, P. Majumdar Road, Kasba, Kolkata",1,0,55,3.9,846,,,"Quantity, Packaging, Food, Taste",500
Jio Combo Bowl,"Jadavpur, Kolkata","P-112, Regent Estate, Jadavpur, Kolkata",0,0,0,3.6,143,,,,200
Nutrient Food Centre,"Baghajatin, Kolkata","D/13, Baghajatin Station Road, Ward 102, Post Jadavpur University, Baghajatin, Kolkata",0,1,0,3.9,976,,,,100
Kolkata Food Tales,"Behala, Kolkata","18, James Long Sarani, Near Tripti Abasan, Behala, Kolkata",1,0,10,4,51,,,"Nice Concept, Fresh Food, Good Quality, Price",800
The Wall,"Southern Avenue, Kolkata","31, Dr. Sarat Banerjee Road, Near Russa Telephone Exchange, Sarat Bose Road, Southern Avenue, Kolkata",1,0,1674,4.1,331,Pan-Asian delicacies!,"Whole Bhetki, Sushi Platter, Spicy Chicken, Dimsums, Caramel Custard, Fried Prawns","Classy Decor, Soothing Music, Warm Hospitality, Helpful Staff, Beautiful Decor, Appetizers",1000
Giani's,"Ballygunge, Kolkata","2, Broad Street, Ballygunge Place, Ballygunge, Kolkata",1,1,70,4.2,1522,,,,400
Global Desi Restaurant & Kitchen,"Kalikapur, Kolkata","356, Purbachal Kalitala Road, Ward 106, BR XII, Kalikapur, Kolkata",0,0,0,3.5,214,,,,150
Choco Fantasy,"Kasba, Kolkata","D 3, RNB Apartment, Rajdanga Main Road, Kasba, Kolkata",0,0,0,4,126,,,,200
Mama Mia! NMCO Natural Milkshake Company,"New Alipore, Kolkata","19/2, Sahapur Colony, New Alipore, Kolkata",0,1,0,3.5,25,,,,200
Sonar Kella,"Jadavpur, Kolkata","3/80, Bibeknagar, Block 3, Borough 11, Kolkata Municipal Corporation, Jadavpur, Kolkata",0,0,1,-,22,,,,200
Yummy Foods,"Jadavpur, Kolkata","FL A, 1, Sahid Nagar 7, Jadavpur, Kolkata",0,0,0,3,71,,,,100
Bike & Blend,"Prince Anwar Shah Road, Kolkata","25/16, Krishan Apartment, Prince Anwar Shah Road, Kolkata",1,0,9,4.3,55,,,"Cute Packaging, Food Presentation, Timely Service, Delicious Food, Extensive Menu, Worth the Money",350
Haji Saif Biryani,"Tollygunge, Kolkata","15, UK, Mandal Lane, Tollygunge, Kolkata",0,0,0,-,12,,,,150
Maggiwala,"Jadavpur, Kolkata","75, Ibrahimpur Road, Near 8B Bus Terminus, Jadavpur, Kolkata",0,0,0,4.1,358,,,,150
Hao Chi,"Alipore, Kolkata","1/1, Near Borough IX, National Library Avenue, Alipore, Kolkata",0,0,0,3.6,27,,,,200
Aanja,"Baghajatin, Kolkata","3/1, Ashoke Road, Baghajatin, Kolkata",0,0,0,3.8,22600,,"Mexican Roll, Pan Fried Momos, Chicken Momos, Egg Fried Rice, Soup, Noodles","Great Recommendations, Reasonable Prices, Food Taste, Worth the Money, Great Portions, Timely Service",150
Banglar Swad,"Kalikapur, Kolkata","3/142, Nelinagar, P.O. Haltu, Kalikapur, Kolkata",0,0,0,-,0,,,,100
Albaik Biryani,"Wellesley, Kolkata","31, Ripon Street, Wellesley, Kolkata",1,0,0,-,3,,,,200
Bake And Cook House,"Garia, Kolkata","Flat- 909, Dakshini Apartment Phase II, Garia, Kolkata",0,0,0,4,25,,,,150
Poshtik Kitchens,"Jodhpur Park, Kolkata","188/95, Ward 93, Borough-X, Kolkata Municipal Corporation, Jodhpur Park, Kolkata",0,0,0,-,0,,,,200
Ecclesiastes,"Kasba, Kolkata","1655, Rajdanga Main Road, Kasba, Kolkata",1,0,1,-,0,,,,500
Classic Tandoor,"Lake Gardens, Kolkata","409, Ward 93, Lake Gardens, Kolkata",1,0,0,4,61,,,,450
Cafeyaana,"Jadavpur, Kolkata","A/50, Ramkrishna, Upanibesh, Jadavpur, Kolkata",0,0,0,-,13,,,,150
The Kindest Biryani,"New Alipore, Kolkata","603/1/B, Block O, New Alipore, Kolkata",0,0,0,4,42,,,"Cute Packaging, Food Presentation, Worth the Money, Great Portions, Timely Service, Delicious Food",250
Kiss The Cook,"Golf Green, Kolkata","6, Bikramgarh, Golf Green, Kolkata",0,0,0,4,112,,,,150
Sher-E-Kolaghat,"Jodhpur Park, Kolkata","188/95, Prince Anwar, Shah Road, Ward 093, Jodhpur Park, Kolkata",0,0,0,3.4,0,,,,250
Bangaliana,"Kalighat, Kolkata","2A Tincowrie Ghosh Lane, Kalighat, Kolkata",0,0,0,-,12,,,,150
Double Trouble,"Tollygunge, Kolkata","34/22, Netaji Subhas Chandra Bose Road, Ashok Nagar, Borough X, Tollygunge, Kolkata",0,0,0,3.2,28,,,,150
Cafe : Plot 15,"Jadavpur, Kolkata","15, Ibrahimpur Road, Bidhanpally, Near Jadavpur 8B Bus Stand, Jadavpur, Kolkata",1,0,655,4.4,281,,"Peri Peri Pizza, Chicken Lasagna, Lasagne, Chicken Stroganoff, Chocolate Shake, Oreo Shake","Quaint Little Place, Friendly Service, Friendly Staffs, Cozy Place, Cafe, Staff Behavior",800
R.D Food Corner,"Kasba, Kolkata","1095, Naskar Hat, Dakshsin Para, Municipal Corporation, Kasba, Kolkata",0,0,0,3.4,962,,,,150
Haji Allauddin,"Ballygunge, Kolkata","46, Beckbagan Row, Ground Floor, Ward 69, Ballygunge, Kolkata",0,0,0,4,168,,,,150
House of Bhukkar's,"Kasba, Kolkata","179/1, Nabapally More, Rajdanga, Kasba, Kolkata",1,0,33,4.2,179,,,"Good Music, Customizable Food, Elaborate Menu, Fresh Food, Good Quality",600
Noodle 'n You,"Kalikapur, Kolkata","126, Kalikapur Road, Near Avisikta Crossing, Kalikapur, Kolkata",0,0,0,4,849,,"Mushroom, Momos, Soup, Fish","Quality Food, Quantity, Good Food, Service, Taste, Packaging",250
The Healthy Food,"Kasba, Kolkata","103, East Rajdanga Main Road, Block EE, Kasba, Kolkata",0,0,0,3.7,236,,,,100
Krazzy For Ice Cream Sundae,"Kasba, Kolkata","143, Rajdanga, Gold Park, Kasba, Kolkata",0,0,0,3.5,8,,,,150
Hello Kolkata,"Prince Anwar Shah Road, Kolkata","36/2/103, Prince Golammahamd Saha Road, Prince Anwar Shah Road, Kolkata",1,0,3,4.1,157,,,,400
Raees Biryani And Kebab,"Kalikapur, Kolkata","45/1, Safui Para - Baidya Para, Kalikapur, Kolkata",0,0,0,3.9,66,,,,150
Pizza Factory,"Park Circus Area, Kolkata","24/1/1/H4, Bright Street, Park Circus Area, Kolkata",1,0,75,3.7,1888,,,"Proper Packaging, Portions, Food Quality, Service",700
Maa Annapurna Rannaghar,"Kalikapur, Kolkata","30/1, Ashutosh Colony, Near Shankha Tirtha Club, Haltu, Kalikapur, Kolkata",0,0,0,3.8,276,,,,100
Bellagio,"Jadavpur, Kolkata","174, 175, 179, Block C, Raja Subodh Mullick Road, Jadavpur, Kolkata",1,0,74,3.7,45,,"Sizzler, Starter, Chilli Chicken, Noodles","New Menu, Weekend Brunch, Good Music, Best Food under Best Budget, Hospitality, Good Ambience",800
Lukochuri,"Jodhpur Park, Kolkata","22/269, Jodhpur Gardens, Opposite South City Mall, Jodhpur Park, Kolkata",0,0,0,3.7,82,,,,150
Fire N Fry,"Santoshpur, Kolkata","52, South Road, Near Trikon Park, Santoshpur, Kolkata",0,0,0,3.8,2251,,,"Extensive Menu, Great Portions, Worth the Money, Customizable Food, Timely Service, Delicious Food",150
Spicy Bellpepper,"Kasba, Kolkata","145, Rajdanga Main Road, Kasba, Kolkata",0,0,0,4,82,,,,200
Ginkgo Restaurant ,"Prince Anwar Shah Road, Kolkata","221/1, Jodhpur Garden, Opposite South City Mall, Prince Anwar Shah Road, Kolkata",1,0,83,4,425,,"Cheese Spinach, Baos, Dumplings, Momo","Best Staff, Sanitised Service, Clean and Hygienic Place, Nice Concept, Interior Decoration, Affordable Prices",300
Calcutta Calling,"Kasba, Kolkata","122, Rajdanga, Goldpark, Kasba, Kolkata",1,0,172,4.3,415,,,"Themed Decor, Ample Seating Area, Excellent Ambience, Cozy Place, Courteous Staff, Decoration",700
Cheeni Kum,"Kasba, Kolkata","1744, Rashbehari Connector, Rajdanga Main Road, Opposite Acropolis Mall, Kasba, Kolkata",1,0,560,4.2,722,,"Chicken Shashlik, Butter Garlic Prawns, Rara Mutton, Chicken 65, Sizzler, Mocktail","Ample Seating Area, More Variety, Great Value, Relaxed Atmosphere, Packed on Weekends, Wonderful Place",1200
Mini Hut,"Ballygunge, Kolkata","8/12, Cornfield Road, Ballygunge, Kolkata",1,0,266,4.2,451,,,"Cozy Ambience, Friendly Place, Chinese, Cozy Place, Good Quality Food, Tasty",700
Firangi Bake,"Ballygunge, Kolkata","29, 1st Lane, Ballygunge, Kolkata",0,0,0,4,538,,,,250
Chinese Pandit,"Lake Gardens, Kolkata","197, Jodhpur Gardens (24/4, Jodhpur Colony), Lake Gardens, Kolkata",0,0,316,4,11900,,,"Affordable, Nice Food, Portion Size, Good Taste, Packing, Tasty",300
Chilly Culture,"Golpark, Kolkata","23/48, Gariahat Road, Golpark, Kolkata",1,0,287,3.5,145,,"Dragon Rolls, Blue Lagoon Mocktail, Butter Garlic Fish, Spring Roll, Chilli Garlic Noodles, Starters","Reasonable Cost, Soothing Ambience, Comfortable Seating, Beautiful Ambience, Courteous Staff, Family Crowd",1000
Palki,"Garia, Kolkata","110, Baroda Avenue Extension, Garia, Kolkata",1,0,323,3.9,317,,"Beer, Kebab, Fried Rice, Noodles, Chicken","Good for Large Groups, Themed Decor, Family Crowd, Good Ambience, Location, Table",750
007,"Jadavpur, Kolkata","214, Jodhpur Gardens, Borough-X, Kolkata Municipal Corporation, Jadavpur, Kolkata",0,0,0,-,0,,,"Fair Prices, Delicious Taste, Fresh Food with Good Quality, Spill Proof Packaging, Timely Service",200
Oasia,"Ruby Hospital Area, Kolkata","443, VIP Nagar, Borough-XII, Ruby Hospital Area, Kolkata",0,0,0,3.4,20,,,,200
Pizza Mahal,"Jadavpur, Kolkata","29/1, Kamarpara, Ward 102, Jadavpur, Kolkata",0,0,0,4,50,,,,300
Joy Ram Breakfast,"Jadavpur, Kolkata","115/B, Ananda Pally, Ward 96, Borough X, Jadavpur, Kolkata",0,0,0,3.7,291,,,,100
Bangalir Ghoroa Rannaghor,"Jodhpur Park, Kolkata","22/275, Jodhpur Garden, Jodhpur Park, Kolkata",0,0,0,4,90,,,,100
Yin Yang - Pan Asian Delicacy,"Kalikapur, Kolkata","6/21, Sahid Nagar, Kalikapur, Kolkata",0,0,0,-,17,,,,250
Sonar Horin,"Tollygunge, Kolkata","36/2, Prince Golam Mohammad Shah road, Ward -94 Kolkata Municipal Corporation, Tollygunge, Kolkata",0,0,0,-,3,,,,150
Yumm Street,"Jadavpur, Kolkata","16/1/1C, Central Road, Jadavpur, Kolkata",0,0,0,4,32,,,"Pocket Friendly, Served Quickly, Fresh Food, Good Quality, Service",150
Amra Bangali,"Prince Anwar Shah Road, Kolkata","36/2 prince golam Mohammad Shah road, Kolkata, Prince Anwar Shah Road, Kolkata",0,0,0,-,5,,,,150
We Bake U Take,"Jadavpur, Kolkata","55, Sri Ram Thakur JC Road Ward 96, Jadavpur, Kolkata",0,0,0,4,22,,,,50
Café Alap,"Naktala, Kolkata","2/82, Sree Colony, Naktala, Kolkata",1,0,17,3.7,83,,,"Fantastic Decoration, Very Affordable, Nice Concept, Clean and Hygienic Place, Healthy and Delicious, Fresh Food with Good Quality",250
The Indian Wok,"Lake Market Area, Kolkata","41, Sardar Shankar Road, Ground Floor, Opposite Bengali Book, Lake Market Area, Kolkata",0,0,0,-,8,,,,200
Sima's Fast Food Center,"Naktala, Kolkata","87/25, Raja S. C. Mullick Road, Naktala, Kolkata",0,0,0,-,3,,,,100
Le Café Seine,"Kasba, Kolkata","11/83, Basement, Rajdanga Main Road, Sector A, Kasba, Kolkata",1,0,120,-,18,,"Sandwiches, Pasta, Fish, Drinks, Chicken","Live Kitchen, Cafe, Best Food under Best Budget, Student Crowd, Young Crowd, Customizable Food",700
Delicious Kitchen,"Ruby Hospital Area, Kolkata","Uttar Panchanna Gram, VIP Nagar, Ruby Hospital Area, Kolkata",0,0,0,-,4,,,,100
Burger Hut ,"Jadavpur, Kolkata","10/97/2, Bijoygarh, Regent Estate, Ward 96, Borough-10, Jadavpur, Kolkata",0,0,0,3.6,128,,,,300
Vintage Calcutta,"Jadavpur, Kolkata","12, New Bikramgarh Colony, Jadavpur, Kolkata",0,0,0,3.8,181,,,"Fresh Food with Good Quality, Proper Packaging, Timely Service, Great Portions, Quality",200
Facetime Continental & Cafe,"Kalikapur, Kolkata","1432, Kalikapur, Kolkata",1,0,14,3.9,50,,,"Best in Service, Comforting Atmosphere, Served Quickly, Good Wifi, Best Food under Best Budget, Fresh Food",500
Cafe Yonder,"Golpark, Kolkata","P-392 A, Purna Das Road, Golpark, Kolkata",1,0,24,-,3,,,"Friendly Staffs, Decoration, Family Crowd, Cafe, Young Crowd, Customizable Food",500
The Pizza Project,"Ruby Hospital Area, Kolkata","S/29A, Ground Floor, Anandapur Kasba Industrial Estate, Phase 3M, EM By-Pass East, Ruby Hospital Area, Kolkata",0,0,0,3.5,48,,,,350
Thali@99,"Ruby Hospital Area, Kolkata","3062, GM 17, 1st Floor, Rajdanga Main Road, Sector G, Ruby Hospital Area, Kolkata",0,0,0,-,0,,,,100
Taste-Ride,"Kasba, Kolkata","309, Bose Pukur, Prantick Pally, P.Skasba, Ward-107, Kasba, Kolkata",1,0,19,3.7,30,,,"Humble Staff, Quick Serving, Excellent Location, Clean and Hygienic Place, Low Price, Concept",1000
Amsterdam Wafflewich,"Golpark, Kolkata","19, Kankulia Road, Golpark, Kolkata",1,0,3,-,3,,,,500
Mughaliyana,"Kasba, Kolkata","65/1/1A, Bosepukur Road, Kasba, Kolkata",0,0,0,3.5,255,,,"Worth the Money, Delicious Food, Quantity, Taste",200
Steamin Mugs,"Jodhpur Park, Kolkata","1/284, Dhakuria, Jodhpur Park, Kolkata",1,0,152,3.9,184,,,"Very Affordable, Fantastic Decoration, Clean and Hygienic Place, Served Quickly, Nice Concept, Staff Behaviour",700
Him Cream,"Jodhpur Park, Kolkata","391/123, Prince Anwar Shah Road, Jodhpur Park, Kolkata",0,0,0,4,17,,,,100
Punjabi@99,"Baghajatin, Kolkata","398, Ashoke Road, Baghajatin, Kolkata",0,0,0,3.8,0,,,,100
Al Luqma,"Entally, Kolkata","P-20, CIT Road, Entally, Kolkata",1,0,44,3.7,42,,,"Best in Service, Great Hospitality, Customizable Food, Portions, Elaborate Menu, Young Crowd",400
Red Pitcher,"Prince Anwar Shah Road, Kolkata","334, Ground Floor, Lake Gardens, Ward 93, Prince Anwar Shah Road, Kolkata",1,0,98,4,143,,,"Affordable, Host, Food Presentation, Environment, Staff Behaviour, Good Music",800
Garden Gobbler Chinese Food,"Baghajatin, Kolkata","I/66, Baghajatin Colony, Near Baghajatin, Kolkata",0,0,0,-,6,,,,100
Nafiz Biryani House,"Baghajatin, Kolkata","290/3, Ashok Road, P.O Garia, P.S Patuli, Baghajatin, Kolkata",0,0,0,3.1,84,,,,200
Domino's Pizza,"Gariahat, Kolkata","5, Ekdalia Road, Gariahat, Kolkata",1,0,339,4,10900,,"Roasted Chicken Wings, Bbq Pizza, Pizzas, Chicken","Inexpensive, Great Recommendations, Prompt Service, Tasty, Best Place, Good Service",400
KFC,"Lake Mall, Rash Behari Avenue, Kolkata","4th Floor, 104, Rashbehari Avenue, Yum Street, Lake Mall, Lake Market Area, Kolkata",1,0,787,4.2,10900,,"Crispy Chicken Bucket, Chocolate Crunch, Choco Lash, Mingles Bucket, Smokey Chicken, Ginger Chicken","Delivery Timing, Elegantly Decorated, Not very Crowded, Inexpensive, Great Recommendations, Service Time",400
Chowman,"Tollygunge, Kolkata","25/166, Prince Golam Mohammad Shah Road, Near Bharat Petroleum Office, Tollygunge, Kolkata",0,0,0,4.1,10800,"Combining Contemporary Elegance, An Intimate Ambience And An Unparalleled Service.","Coriander Chicken, Hong Kong Chicken, Chilli Garlic Noodles, Drums of Heaven, Sweet Corn Soup, Pork","Good Quality with Good Taste, Good Value, Chinese, Delivery Time, Great Quality, Good Packaging",250
Pizza Hut,"Lake Mall, Rash Behari Avenue, Kolkata","104, 4th Floor, Lake Mall, Rashbehari Avenue, Lake Market Area, Kolkata",1,0,166,3.9,2865,,,"Gastronomical Experience, Ample Seating Area, Affordable, Relaxed Atmosphere, Staff Behaviour, Student Crowd",600
Kwality Wall’s Frozen Dessert and Ice Cream Shop,"Southern Avenue, Kolkata","Nova-86K Monoharpukur Road, Borough-viii, Southern Avenue, Kolkata",0,1,0,4.5,369,,,,100
Kasturi Restaurant,"Gariahat, Kolkata","11/A, Dover Lane, Hindustan Road, Rash Behari Avenue, Near Gariahat Spencers, Gariahat, Kolkata",1,0,658,4.1,4983,Dhakai cuisine to satisfy the tastebuds with a combination of Bengali and Bangladeshi dishes,"Kochu Patar Chingri, Dhakai Mangsho, Bhetki Paturi, Aloo Posto, Authentic Bengali Food, Thali","Comfortable Seating Area, Good for Large Groups, Pocket Friendly Place, Quick Service, Courteous Staff, Hospitality",800
Burger King,"Lake Mall, Rash Behari Avenue, Kolkata","Unit F 22, 4th Floor, Lake Mall, 104 Rash Bihari Avenue, Lake Market Area, Kolkata",1,0,542,4.2,7068,,"Burgers, Wrap, Cheesecake, Shakes, Chicken","Good Service Good Quality, Timely Delivery, Good Wifi, Perfect Presentation, Weekend Brunch, Wonderful Presentation",350
Balaram Mullick & Radharaman Mullick Sweets,"Gariahat, Kolkata","139/A, Rashbehari Avenue, Near Basanti Devi College, Gariahat, Kolkata",0,1,0,4,35,,,,100
Subway,"Lake Market Area, Kolkata","39/A, Janak Road, Ground Floor, Municipal Corporation, Near Lake Market Area, Kolkata",1,0,0,4,94,,,,500
Haji Saheb,"Behala, Kolkata","476, Diamond Harbour Road, Near Tram Depot Bazaar, Behala, Kolkata",1,0,3322,4.2,88800,Reasonably prices North Indian dishes,"Tikia Roll, Haleem, Lacha Paratha, Mughlai Food, Paneer Roll, Rolls","Bang for the Buck, Drive through, Nice Crowd, Pocket Friendly, Good Delivery, Favorite Place",300
La Pino'z Pizza,"Alipore, Kolkata","17/1D, Ground Floor, Near Alipore Road, Alipore, Kolkata",1,0,0,3.9,1,,,,800
NIC - Natural Ice Creams,"Jadavpur, Kolkata","Shop 9B, Jadavpur, Central Road, Jadavpur, Kolkata",0,1,0,4.5,9794,,"Sitaphal Ice Cream, Madagascar Chocolate, Chocolate Icecreams, Icecream","Best Prices, Pocket Friendly, Spill Proof Packaging, Cute Packaging, Great Taste, Worth the Money",100
Behrouz Biryani,"Jodhpur Park, Kolkata","71, 1st Floor, Above Reliance Fresh, Jodhpur Park Road, Dhakuria, Selimpur, Jodhpur Park, Kolkata",0,0,0,4.1,934,,,,400
6 Ballygunge Place Take Away,"Southern Avenue, Kolkata","43ft. Lt. Tapan Chowdhury, Avenue 43, Lake Avenue, Southern Avenue, Kolkata",1,0,0,4,42,,,,500
Bhojohori Manna,"Gariahat, Kolkata","18/1A, Hindustan Road, Gariahat, Kolkata",1,0,1467,3.8,806,Bengali Food,"Mutton Dakbunglow, Prawn Malaikari, Aam Doi, Jumbo Prawn, Authentic Bengali Food, Ilish","Family Place, Quick Service, Preparation, Good Ambience, Perfect Place, Good Taste",700
Bhikharam Chandmal,"New Alipore, Kolkata","225, S.N Roy Road, New Alipore, Kolkata",1,0,9,3.7,1029,,,,300
Jai Hind Dhaba,"Hazra, Kolkata","3, Parvati Chakraborty Lane, Hazra, Kolkata",1,0,571,4,10300,,"Panneer Butter Masala, Tandoori Chicken, Chicken Bharta, Dal Makhani, Kulcha, Butter Naan","Desi Vibes, Dhaba Feel, Family Restaurant, Pocket Friendly, Atmosphere, Nice Food",450
Baskin Robbins,"Desapriya Park, Kolkata","178, Ground Floor, Sarat Bose Road, Desapriya Park, Kolkata",0,1,0,4.5,627,,,,150
Panna's South Indian Bistro,"Behala, Kolkata","14, Brahmo Samaj Road, Near Vidyasagar Hospital, Behala, Kolkata",1,1,528,4.3,33200,,,"Variety of Veg Options, Relaxed Atmosphere, Family Place, Great Taste, Wonderful Presentation, Good Taste",250
Keventers - Milkshakes & Desserts,"Lake Mall, Rash Behari Avenue, Kolkata","104, 4th Floor, Lake Mall, Rashbehari Avenue, Lake Market Area, Kolkata",0,1,293,4.2,3482,,"Butterscotch Milk Shake, Kit Kat Shake, Strawberry Shake, Shakes, Oreo Shake, Drink","Fancy Crowd, Good Service, Value for Money, Quantity, Price, Taste",400
Cookies & Cakes,"Jadavpur, Kolkata","F/33, Prince Golam Hossain Road, Katju Nagar, Jadavpur, Kolkata",0,0,0,4.3,4271,,,"Cute Packaging, Proper Packaging, Worth the Money, Good Taste, Timely Service, Delicious Food",100
Shiraz Golden Restaurant,"Golf Green, Kolkata","135H, Netaji Subhas Chandra Bose Road, Borough-x, Golf Green, Kolkata",0,0,0,3.9,543,,,,200
Panna Sweets & Restaurant,"Behala, Kolkata","2, Brahma Samaj Road, Near Behala Tram Depot, Behala, Kolkata",0,1,0,4.4,4579,,"Paneer Cutlets, Bhapa Sondesh, Gujiya, Mango Sandesh, Panna, Sweets","Behavior, Quality, Taste, Food",50
Paritripti,"Behala, Kolkata","33, Madhab Halder Road, Behala, Kolkata",0,0,0,4,4109,,,"Preparation, Worth the Money, Great Portions, Fresh Food, Good Quality, Delicious Food",150
Dariole,"Southern Avenue, Kolkata","48, Southern Avenue, Kolkata",1,0,185,4.4,1153,,"Caramel Pastry, Donuts, Blueberry Cheese Cake, Chicken Sandwich, Pastries, Cakes","Pretty Decor, Seating Arrangement, Worth the Money, Good Place, Price, Staff",300
Zaikebaaz,"Naktala, Kolkata","255/7/1, N.S.C. Bose Road, Near Naktala Post Office, Naktala, Kolkata",0,0,0,4,37100,,"Mutton Liver Roll, Shanghai Fried Rice, Kadhai Chicken, Rajma, Jeera Rice, Mixed Noodles","Quick Delivery, Cheap, Tandoori, Fast Delivery, Takeaway, Tamper Proof Packaging",200
Taco Bell,"Lake Market Area, Kolkata","Counter 17, 18, 19, 4th Floor, Rash Behari Avenue, Lake Mall, Lake Market Area, Kolkata",0,0,0,4,819,,,"Excellent Food Quality, Portion Size, Timely Service, Food",150
Kathleen,"Prince Anwar Shah Road, Kolkata","39A/2, Prince Gulam Mohammed Shad Road, Prince Anwar Shah Road, Kolkata",0,0,0,3.8,69,,,,50
Ratan Biryani Centre,"Tollygunge, Kolkata","47/C/5, Manik Bandyopadhyay Sara, Tollygunge, Kolkata",1,0,298,3.9,10100,,,"Pocket Friendly, Price, Service, Food",300
The Yellow Straw,"Kalighat, Kolkata","104, Rash Behari Avenue, Lake Market, Kalighat, Kolkata",0,0,0,4.1,658,,,,200
Panchforon Foods Pvt. Ltd.,"Tollygunge, Kolkata","62/1, Gangapuri, Purba Putiary, Tollygunge, Kolkata",0,0,0,3.9,2419,,"Mutton Dakbunglow, Daab Chingri, Basanti Pulao, Rice","Tamper Proof Packaging, Contactless Delivery, Worth the Money, Timely Service, Great Portions, Quantity",150
Flurys,"Lake Market Area, Kolkata","24-B, Lake View Road, Ward 87, Lake Market Area, Kolkata",1,0,25,4.2,377,,,,400
Simla Arsolan Biryani,"Tollygunge, Kolkata","32/1, Chandi Ghosh Road, Tollygunge, Kolkata",0,0,0,3.6,11100,,,,100
Haka,"Lake Mall, Rash Behari Avenue, Kolkata","Shop 402, 104, BR 8, 4th Floor, Lake Mall, Ward 87, Rash Behari Avenue, Lake Market Area, Kolkata",1,0,300,4.1,1275,,"Hot Chocolate Roll, Chicken Siu Mai, Brownie Cake, Dimsum, Buffet, Sweet Corn Soup","Affordable, Warm Hospitality, Seating Arrangement, Weekend Brunch, Family Crowd, Good Music",800
